id,cr,reference_en,baseline_prediction,cultural_prediction,CS_prediction,expected_translation,baseline_prediction_csi_match_score,baseline_prediction_csi_match_success
gen_01027,"Èldè DavidA. Bednar te temwaye: Pitit Gason Bondye a pafètman konnen e konprann, paske, li te santi ak pote fado chak grenn moun.","Elder DavidA. Bednar testified: The Son of God perfectly knows and understands, for He has felt and borne our individual burdens.","DavidA. Bednar has testified: God’s son perfectly knows and understands, because he felt and brings burden every individual.","Happiness DavidA. Bednar has testified: God’s Son perfectly knows and understood, because he felt and carries every individual’s burden.","Ellders DavidA. Bednar was testified: The Son of God is perfectly known and understood, because he felt and brought fox every individual.","Elder David A. Bednar testified: The Son of God fully knows and understands, because He has felt and carried each of our burdens. | Elder David A. Bednar testified: The Son of God knows and understands us perfectly, for He has felt and borne the burdens of every individual.",71.48936170212765,False
gen_00506,"Piti piti, m te kreye yon lyen amitye avèk li, ki te pote lajwa nan kè m.","Slowly, I created a bond of friendship with her, bringing joy in my heart.","Gradually, I created a link friendship with it, which brought the age of my heart.","Little, I created a link friendship with it, which brought the joy of my heart.","At least, I created a link friendship with it, which brought the age of my heart.","Gradually, I formed a friendship with her, which brought me joy | Little by little, I built a friendship with her, and it filled my heart with joy",76.71232876712328,True
ahl_12885_hat_eng,kè nou gen fòs,we have strength,our heart has strength,our heart has strength,our heart has strength,we’re strong | we’ve got strength,66.66666666666667,False
cuisine_166_hat_eng,ak bon gou lè yo kwit ak diri.,and a savory taste when cooked with rice.,and delicious when cooking with rice.,and delicious when they cook with rice.,and delicious when they cook with rice.,and tastes great when cooked with rice | and is delicious when served with rice,75.67567567567568,True
ahl_6804_hat_eng,diran lwèyè zò pou l la yo krete,during the night they crept there,&lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt; &lt;# } else { #&gt;,"while he saw the fate for him, they hollow it",while he saw the last one for him there they crept,at night they snuck in | they crept there in the dark,35.84905660377359,False
gen_00648,"Chèche bagay moun konnen, yo aprann, oubyen yo fè nan ekriti yo ki ta ka ede w nan yon pwoblèm pèsonèl oubyen yon kesyon w genyen aktyèlman.","Look for what people know, learn, or do in the scriptures that could help you with a current personal problem or question.","Seeking things to know, they learn, or they do in scriptures that might help you in a personal problem or any questions you actually have.","Find out what people know, learn, or do in scriptures that might help you in a personal problem or question you actually have.","Finding things people know, learn, or they do in scriptures that could help you in a personal problem or question you actually have.",Look in the scriptures for guidance on your current problem or question | Find in the scriptures what can help you with a personal problem or question,63.96396396396396,False
ahl_5190_hat_eng,si yon moute l ap moute,"if one goes up, it will go up",if a up it is going up,"if a go up, he is up","if it’s up, he’s going up","if one rises, all rise | when one goes up, it goes up",64.86486486486487,False
ahl_5723_hat_eng,pa gen lòt jon ka esike sa ankò,there is no other way to explain that anymore,no other jon may assert that again,there is no other one can see that again,there is no other jon that can be struck again,there’s no other way to explain it anymore | it can’t be explained any other way anymore,55.88235294117647,False
ahl_2578_hat_eng,ou prè fè y,you’re about to do it,or loans do y,you are ready to do it,you are ready to do it,you’re about to do it | you’re getting ready to do it,54.54545454545454,False
ahl_16674_hat_eng,m pa vin manje lakay li,I didn’t come to eat at his house.,I don't eat her home,I didn’t come to eat his home.,I didn’t come eat his house.,I didn’t come over to eat | I’m not here to eat at his place,60.0,False
ahl_14584_hat_eng,wouvou piti mi,my little baby,You are here: Home > About Us,I’m a little bit.,my little one,my little one | my baby,43.47826086956522,False
ahl_2922_hat_eng,se konsa ou ka rele li,so you can call it,so you can call it,that’s how you can call it,that’s how you can call it,that’s what you’d call it | you could call it that,77.77777777777779,True
ahl_16396_hat_eng,se pa nèt,not entirely,is not completely,it’s not completely,it’s not completely,not quite | not completely,93.75,True
ahl_14259_hat_eng,ou genyen demi,you have half,you have half,you have half,you have half,you’re halfway there | you’ve got half of it,75.0,True
ahl_476_hat_eng,ou gade w ap pase nan bay yo en konpakèt dlo ap tonbe sou ou,you look like you’re walking through the bays and a lot of water is falling on you,you look at providing them wholesale water jackets will fall on you,you look at you’re going to give them wholesale water jackets will fall on you,"you look and you’re going through to give them a water jackets, they’re falling on you",you look soaked | you’re drenched,55.172413793103445,False
ahl_13881_hat_eng,te t ye moun gra,was a fat person,About Us,it was fat people,it was the fat person,was overweight | was a big person,37.5,False
ahl_12165_hat_eng,y al wouze jaden,they go water the garden,y al rust garden,they go to the garden,they go rooster the garden,they go tend the garden | they go water the plants,62.5,False
ahl_1129_hat_eng,men blan pase lòt bò a,but the white one passed on the other side,the white hand pass the other side,but white than the other side,but white than the other side,but the white man went the other way | but the white guy crossed over to the other side,71.64179104477613,False
ahl_3852_hat_eng,enben w w ka di ta gen kote koude machin,"well, you could say there would be places where cars would collide",so you can say there might be where losing machine,"Well, you can say there would be where there is a car",well you can say there would be place where the car is,there’d be spots where cars would crash | you could say there’d be places where cars would run into each other,58.00000000000001,False
ahl_8383_hat_eng,moun kè koun koule l la,the person whose heart is bleeding,the heart of the lungs,people from the heart now shed it there,the person who shed it there,someone with a broken heart | a heartbroken person,54.54545454545454,False
ahl_3692_hat_eng,ou mete vèn kouch,you put on a coat of paint,you set varn coating,you put the varnish coating,you put varn coating,you gave it a fresh coat of paint | you painted over it,52.94117647058824,False
ahl_16621_hat_eng,ou fè espo w pò kòt tan alòke m de dou pa mize,you make me wait a long time while I’m not even at ease,you make your spo port time so that m of gentle by museum,you made your spots in the side of time so that I’m two sweet ones by museums,"you made a spo, you’re not going to see me about gentle museum",you kept me waiting forever | you had me waiting in discomfort,47.42268041237113,False
ahl_4556_hat_eng,li ka li,he can read,it can be,he can read it,he can read it,he’s literate | he knows how to read,44.44444444444444,False
ahl_6828_hat_eng,Yon jou li rive bwè yon lamè.,One day he ended up drinking a sea.,A day it comes to drinking a bride.,A day he arrived to drink a bride.,A day he arrived to drink a woman.,He drank the whole sea | He drank an ocean,51.42857142857142,False
gen_00712,Efase Pwogram Etid la,Delete Study Set,Delete Study Program,Delete the Study Program,Delete the Study Program,Delete Study Set | Remove Study Set,78.78787878787878,True
ahl_16646_hat_eng,non sa nan sòt di a,I don’t know that kind of thing.,This name of the sap says,that’s what’s the same thing,that name in the hard side,I don’t know about that | I’m not familiar with that,40.816326530612244,False
