id,cr,reference_en,baseline_prediction,cultural_prediction,tri_prediction,expected_translation,cultural_prediction_csi_match_score,cultural_prediction_csi_match_success
ahl_16871_hat_eng,se pa mwen ki di konsa,It’s not me who said that.,That's not what I said,Its not me who said that.,Its not me who said that.,Don’t blame me | I didn’t say that,57.14285714285714,False
ahl_2554_hat_eng,konse rede lòt bay,consider giving the other one back,rede else council bay,give advice to others,give advice to others,give it back | return the other one,55.172413793103445,False
ahl_13468_hat_eng,lè yon mètenn nadanm yo bretè a travay,when a woman puts on her apron to work,When a maintenance hurricane is at work,when a midwife or a waitress works,when one of the brothers is at work,when a woman gets to work | when a woman starts working,62.295081967213115,False
fanm_262_hat_eng,"yo la, y ap debleye.","They were there, they cleared the rubble.","They are there, and they will unleash.","they are there, they are unraveling.","They are there, they are bleaching.",They were there helping out | They were there cleaning up,67.79661016949152,False
ahl_15726_hat_eng,m p ap ba w anyen,I’m not giving you anything.,I wont give you anything,Im not giving you anything.,Im not giving you anything,I’m not giving you anything | You’re not getting anything,96.2962962962963,True
ahl_2234_hat_eng,nan watè se konsa sèlman yo rele li,in the toilet that’s what they call it only,in the bathtub so only to call it,in the water thats just what they call it,"in the water, thats the only way they call it",that’s just what they call it | that’s the name they give it,80.0,True
ahl_8498_hat_eng,mankou pwa avèt,like a bean pod,Skip to content,Avoid peanut butter.,Bean manko has a fever,skinny as a beanpole | all skin and bones,43.75,False
ahl_6506_hat_eng,tout tout tout,all all all,All All All,all all all,all all all,everything|every single thing,27.27272727272727,False
ahl_14015_hat_eng,"Enen, l va kou rebe ti, madòm nan menm li ale l pran kle a, ou vè kay la.","Then, when it was almost time, the lady herself went and took the key, and went to the house.","Then, he will come to you, the same lady will go and take the key, or see the house.","Well, hell come back a little, the lady herself went and took the key, you see the house.","Well, he came back a little, the lady herself went and took the key, you see the house.","Then, when it was almost time, the lady herself went and got the key, and headed to the house | When the time came, the lady herself took the key and went to the house",73.03370786516854,False
ahl_14584_hat_eng,wouvou piti mi,my little baby,wou wou wou wou wou wou wou wou wou,little wheelbarrow of mine,youre a little piece of meat,my little one | my baby,54.054054054054056,False
expression_54_hat_eng,Chak jou pa dimanch,you may not get the same results all the time,Every day on Sunday,Every day is not a Sunday,Every day is not a Sunday,every day isn’t Sunday | things don’t always turn out the same,89.36170212765957,True
ahl_8016_hat_eng,sa w fè la pou w pou?,what are you doing there for?,What are you doing here?,What are you doing there for?,What are you doing there for?,What are you doing there? | What are you doing that for?,92.5925925925926,True
ahl_16097_hat_eng,jan wontè sou di a ou di byen pwòp,"as shameful as the saying goes, you said it very clearly",How wontent about the say or say own goods,"as if to say it, you say its very clean","as shame on the saying, you say very clean","as the saying goes, you said it plainly | as they say, you said it loud and clear",64.1025641025641,False
ahl_11472_hat_eng,li diriz ak mesyon,he leads with a mission,Leadership and Mission ,He speaks with gentleness,He speaks with gentleness,he leads with purpose | he leads with a mission,61.53846153846154,False
ahl_5974_hat_eng,papò l al pa pwoye pwovizyon,he is not going to provide provisions,I am not going to waste any supplies,He doesnt want to go looking for supplies.,"If he doesnt go, he wont make supplies.",he’s not going to help out | he’s not going to provide anything,51.61290322580645,False
ahl_10401_hat_eng,fò li gen maryay,it must have a marriage,strong li gen mariyaj,she must be married,she must be married,there must be a catch | something’s going on,70.58823529411764,False
ahl_6016_hat_eng,donk ki an m deka di sa.,So what can I say about that.,Dont worry about it.,So why did I say that.,so what did I say about that.,So what can I say? | What can I say about that?,63.41463414634146,False
ahl_6473_hat_eng,"Zèl li, apa de zèl ki sòt konn nan pwason anpa, li gen ke, li gen tèt.","Its wings, apart from the wings that are usually found in fish, it has a tail, it has a head.","His wings, besides the slender fin of an amphibious fish, have tail, head.","Its wings, apart from the ones commonly found in fish, have tails, it has a head.","Its wings, apart from the wings that are known to fish, have tails, it has a head.",It has all the features of a fish | It’s a fish in every respect,46.4,False
ahl_14386_hat_eng,nan pò moun yo,in people’s port,in the harbor of the people,in the port of the people,at the peoples port,in the public eye | among the people,68.0,False
ahl_14079_hat_eng,"Mesye li di rap ni mal, non?","Sir, he said the rap is bad, right?","He says rap is right or wrong, right?","The man said rap is not bad, right?","The man said rap is not bad, right?","Sir, he said the rap is bad, right? | He said the rap is bad, right?",80.0,True
ahl_2723_hat_eng,ki anmikenbe timoun nan?,Who is holding the child?,What is the childs name?,who is the child?,who is holding the child?,Who’s watching the child? | Who’s taking care of the child?,80.0,True
ahl_8533_hat_eng,debay ay ga wett sou mwen,they’re talking nonsense about me,debay ay ga wett on mwen,give it to me,debay ay ga wett on me,they’re spreading nonsense about me | they’re talking trash about me,47.05882352941176,False
ahl_5885_hat_eng,Kri an yo rele bay sa ankò?,What do they call that cry again?,The blood they call that bay again?,Do they call that again?,Do they call that again?,What do they call that again? | What’s that cry called again?,100.0,True
ahl_8759_hat_eng,alè m metou nan posisyon m menm,now I put myself in my own position,When I am in my position,Now Im in my own position.,Im now in my own position.,I’m in my own place now | I’ve settled into my role now,68.29268292682926,False
ahl_9398_hat_eng,tita te konn bon,Tita used to be good,Your aunt used to be good,tita used to be good,tita used to be good,Tita was once kind | Tita used to be a good person,90.0,True
ahl_13725_hat_eng,epi l ap jòn l ap gen kabès lan tèt li ou wè kabès lan tèt li byen pwòp,"and it will be yellow, it will have the cap on its head, you see the cap on its head very clearly",He'll be yellow and he'll have the cab itself or he'll see the cab itself clean and tidy,"and it will be yellow, it will have the trunk on its head, you can see the trunk on its head is very clean","and it will be yellow, it will have the tray on its head, you can see the tray on its head is very clean","and it’ll be yellow with a little cap on top | it’ll be yellow with a cap on its head, clearly visible",58.47953216374269,False
cuisine_103_hat_eng,gratin makawoni ayisyen yo distenge pa teksti krèm li yo ak gou entans.,Haitian macaroni au gratin is distinguished by its creamy texture and intense taste.,Haitian gratin macaroni are distinguished by its creamy texture and intense taste.,Haitian macaroni gratin is distinguished by its creamy texture and intense taste.,Haitian macaronis gratin is distinguished by its creamy texture and intense taste.,"Haitian macaroni au gratin is known for its creamy texture and bold flavor | Haitian-style macaroni au gratin stands out for its rich, creamy texture and strong taste",73.61111111111111,False
ahl_5426_hat_eng,"a bon, ok.","ah, okay.","A good, okay.","okay, okay.","all right, okay.","oh, okay | alright",73.6842105263158,False
ahl_15142_hat_eng,sa y ap fè,what they are doing,thats what theyre doing,what they are doing,what they are doing,what are they doing | what’s going on,78.94736842105263,False
ahl_6773_hat_eng,li di bon,he says good,Its good,he said good,he said good,he agrees | he approves,58.82352941176471,False
ahl_9079_hat_eng,ou di ban moun sa yo,you told those people,Or tell these people,you said to give those people,you told those people,you told those folks | you told them,63.829787234042556,False
zile_174_hat_eng,Pou Yvon Lamour,To Yvon Lamour,Pou Yvon Lamour,For Yvon Lamour,For Yvon Lamour,For Yvon Lamour | Dedicated to Yvon Lamour,100.0,True
ahl_12972_hat_eng,paske i granpi kèlke,because it is a little bigger,Because I craved something,because its a lot bigger than anything,"because it is very big, no matter what",because it’s a bit bigger | since it’s slightly larger,75.36231884057972,False
ahl_4685_hat_eng,li pa gen lòd jen ou di,he has no order as you say,It doesn't have to be in the order you say,He doesnt have the order you said.,He doesnt have the order you said.,he’s not well-behaved | he’s out of line,50.74626865671642,False
