id	label	cr	en
17529	medium	E lè m pou an, lè m fè kou la m, sa m fè la.	And when I’m ready, when I make my move, what I do there.
17530	bad	Wa kounm da akoupitou?	What are you doing now?
17531	bad	Wi, akoupitou, mwen dè a lò akoupi agit koukouman m, lè wou kòm n rete konswasyon ou chèz an men, wò wkabicha!	Yes, and also, I crouched down like a little monkey, while you were still holding your chair in your hand, oh you little rascal!
17532	medium	Wa sa wè te tèl bagay an	What you saw was such a thing
17533	bad	tèl bagay nan yon an	such a thing in one year
17534	bad	ouy al koujou tèl bagay	yes go chew such a thing
17535	bad	ouy al nan je kaban nou kouche?	Oh, is it in the eye of the hut where we sleep?
17536	bad	Konn di gen lè tèl bagay, jan mò l chita la gen lè, gen mout nan dze w.	You know, sometimes there are things like that, the way the dead man is sitting there, sometimes there’s a goat in your eggs.
17537	bad	E lè moun n ap bèlman pou karafon brik, on pou wè moun nan vè sa a li pan tan.	And when people are beautifully for the brick carafe, one can see the person in this glass, he is not waiting.
17538	good	Elè w konn ap dami	You know how to stay up all night.
17539	bad	fanse an pou w kapa bwè se Kòmise	fanse it so you can drink it is the Commissioner
17540	good	kounya w kapa w w ap la lè moun Baja a	now you can be there when the people from Baja are there
17541	medium	lè konsa sòye w fè la	when you do that, soldier
17542	good	ou nan rèv!	you’re dreaming!
17543	bad	Antankou moun sa w te wè lè l nan lè lè, ou ka di yès wè m te kisa w?	Like that person you saw when he was on time, can you say yes, what did you see me?
17544	good	ou te wè l?	Did you see him?
17545	bad	m Ou va	I will go.
17546	bad	nan dòmi fanm an pou wè te konjan an	in the woman’s sleep to see how it was
17547	bad	Kè pòb wa on ba yon serili bagay divan yon wap fè	The poor king’s heart is a series of things before you do one.
17548	bad	tèt ou ki distre l	your head that distracts him
17549	bad	mwen pa fanm li za lòd jan	I am not his woman anymore, as ordered.
17550	bad	kè pòb wè machi nou	my poor heart sees our walk
17551	bad	li dò wap mache byen lwen	he says you are walking very far
17552	bad	men delikrèv la wi	but here is the delivery, yes
17553	bad	delikrèv touye ou li	delikrèv kills you, he/she does it
17554	bad	men kòmou pa nan dòmi fwon an	but since you are not asleep, the forehead
17555	good	toujou rè ou di.	you are always right.
17556	medium	Menza, ou wè l nan tèt, ou mwen moutèt?	Menza, do you see it in your head, or do I have to show it to you?
17557	bad	Mwen bakonn li lè sa w ap fèze pèp vizyon an.	I don’t know it when you are doing the people’s vision.
17558	bad	Sòmi an pou sò rive yon mwa yon bagay malè rivo, sòrivo mounri ou bi yon ba yon konsa.	The dream is for if, in a month, something bad happens, if it happens to someone or to you, like that.
17559	bad	Koumè yon rilid lè konsa mounri?	How can a person die like that?
17560	bad	mwen, sòmi malè.	I, bad dream.
17561	good	yon konsa lè ou diyè swan m fè yon kisa?	So when you say “swan,” what am I supposed to do?
17562	good	yon vye rèv.	an old dream
17563	bad	Epi ki sa yon di kòch ma isi?	And what does one say here?
17564	bad	Jan ou wè lò ou wè ou pa sa ou pa menm kapab pa la avè moun sa ki Jan di l leve la.	As you see, when you see that you can’t, you can’t even be there with that person that John said to get up there.
17565	good	Bouchi pa lave	The mouth does not wash.
17566	bad	ou jite pa bouchi pa lave	you throw away but don’t wash the mouth
17567	good	men jan ou wè karaktè li bagay ki pa enterese	but as you can see his character is something that doesn’t interest me
17568	bad	ou wè pa moun ki enterese an pou moun ta pa la lè l.	you see not by the person who is interested in for people not to be there when he is there
17569	bad	Ou ramoun, ou ramoun sa, ou moun ki pa enterese an li vin nou lòt sans.	You are a person, you are that person, you are someone who is not interested in it, it becomes another meaning for us.
17570	bad	Mwen konsa, di matè an rizyè.	I’m like that, saying the matter is in the rice field.
17571	bad	Yon matanm mi chanm pa malmalkat li.	A woman’s room is not bad at all.
17572	good	E sou te voye	And if you had sent it
17573	bad	timoun al fon bay pou an pou ou fa bèzen ba la ankò ap rele Sò ap di M	the child went deep to give for one for you to do need there again calling Sò saying M
17574	good	M di li Mèt pran l?	I said to him, “Master, should I take it?”
17575	bad	tankou ta voye lou di l pou l ale nan bò mwen gwoup	like if you were to send Lou to tell him to go to my group
17576	good	m pa benjan ankò	I’m not okay anymore
17577	good	ou di antalon	you said antalon
17578	bad	on mat kite l	one morning leave it
17579	good	on mèt kisa	what does it matter
17580	medium	sou p ap vedile, on mèt kite l, w ap di l ki sa?	if you’re not going to drive, can one leave it, what will you tell him?
17581	good	mi, m pa benjan ankò.	I’m not well anymore.
17582	medium	alò l konnen m lò, di sa pou ou l kapab retwone, ki sa, retwone?	so he knows me then, say that so he can come back, what, come back?
17583	bad	E lè yon kapab ou anse lide	And when one can, you teach the idea
17584	good	pou chita bò lari konsa wè moun	to sit by the street like that and see people
17585	good	yon kapab ou wè yo pase	one can see them pass
17586	bad	ou lòtimon yon wè yo	you saw them from the other side
17587	bad	sò di moun y ap fè la.	except that people are doing there.
17588	bad	Y ap mache kòman pas yon lòt tim an ou lè ou wè ou fè konsa yon lè ou wè y ap kontal?	They are walking like another team when you see you do that, when you see they are talking?
17589	good	Men, y ap moute desann?	But, are they going up and down?
17590	bad	E lè w pral on kote a ou moun	And when you’re going somewhere, you people
17591	bad	kouman nan bagal	how in the back
17592	bad	konnen wè foun ta w ap de an	know see the late one you are talking about
17593	bad	gade entè l vè yon	look at him toward one
17594	good	ann ale avan solèy kouche	let's go before sunset
17595	bad	ou bezwen tankou l ap met rad solèy w ap di li M frè vit	you need like he’s putting on sunglasses you’re telling him I’m brother quickly
17596	bad	pral lodi vè rik ki sòt akade	will go to the rich man who just arrived
17597	good	ou va tande depechè	you will hear the dispatch
17598	bad	ou va tanden depechè	you will hear hurry up
17599	bad	ou va tan Lè w vwo on timoun	you will wait when you see a child
17600	medium	w ap tandmi an timoun na ale	you are waiting for the child to go
17601	bad	Lè Boul Tavini an, m ap wè janm timouje, li ti sa, imize.	When Boul Tavini comes, I’ll see the child’s legs, it was small, immune.
17602	bad	O konn mèt, ou ren lwa ret la, on mèt rad sou ou, pa bezò anyen.	Oh, you know, master, you have the law right there, a master with clothes on you, no need for anything.
17603	bad	esyon moun te la an.	the people were there in it.
17604	bad	Anpil lògad Wèl, Ouwèl jis lòt bò, sa wèl t ap fè l ap lèv kite w?	Many guards, well, over there just across, what was he doing that made him want to leave you?
17605	bad	l ap kouri boul k ap arid tan nou?	Is he running the ball that is drying our time?
17606	bad	ou, tanpou nou patap ap anke, nou kote l te la avèy nan anpil anman li?	you, while we were not yet there, where was he last night in many of his movements?
17607	bad	Anmeye sa wou la l te doukou wou.	He was the one who was your friend.
17608	bad	Ne wa konn te reyè yon tèl dire do lòl?	Would you know how to really do such a thing?
17609	good	Wi, yon tèl virye do l l ale.	Yes, he turned his back and left.
17610	bad	Te semiman tou.	It was also semi-man.
17611	bad	K ap ap gaden Bonri yon swan bagay la an ban n moun la ou la tou	We are looking at Bonri one day, the thing there, and you are there too
17612	bad	pou rav lè yo wè tou pou ale.	to rav when they see also to go.
17613	bad	Mwen menn sa m de lè	I myself am what I am from the beginning
17614	bad	wou avlewo konnen a	you want to know it
17615	good	bi wou te la	where were you
17616	good	tout moun te wòte la	everyone was there
17617	bad	moun lòt ti manjan	other little people
17618	bad	l te tan lakay ou lontan sa w fè la.	He had been waiting at your house for a long time, what are you doing there?
17619	good	Djan yo konn di san ankan nou	People often say we’re blood relatives.
17620	medium	enmi di sove l ale	the enemy said to save him and go
17621	good	ou sa wi	you can, yes
17622	good	yo wa konn di ou chape, di ou chape pou nou, ale, ou se menm nan toujou.	they will say you escaped, say you escaped for us, go, you are still the same one
17623	bad	Lè tankou siyon moun, tak vòlè sitou moun, ta vòlè ba l la, li wè lapolis anpili, li vole l ale!	When, like a person’s furrow, if someone were to steal, especially if someone were to steal from him, he sees the police a lot, he runs away!
17624	bad	Sa gen nòt toujè wè kandizat	It has notes, always see candidate
17625	bad	nou kraze grat yo pa kandizat	we broke the scratches not by candidate
17626	bad	wi kay vèg an	yes, the house is empty
17627	bad	wi e yo moun par izanm tou sa w fè l li pa anyen	yes and they people by exam too whatever you do to him it’s nothing
17628	bad	li gen na kèlkswa pwoblèm li an pou wè l ap gwo	he has whatever problem he has to see it’s getting big
17629	bad	li pa menm bay sa enpòtans kònd li entèl se yo moun ki kijen	he doesn’t even give that importance when he’s smart, they are people who are how
17630	bad	Wa tande l ap jat?	Did you hear him joking?
17631	bad	Wa tande m tase m nan fidèm?	Did you hear me cough in my faith?
17632	good	Yon moun n ap poze m kesyon voud konnen	Someone is asking me a question and wants to know
17633	good	ap a ou genit an jeremi konnye a	Are you in Jérémie now?
17634	bad	Akilè ou tèl b ap a ve bon bon	When will you be so good?
17635	bad	Ak, Akilè li chòl, ankwa Akilè chòt bon mon?	Ah, Achilles is angry, although Achilles is a good man?
17636	medium	moun E lè on moun	people And when a person
17637	medium	tankou la li la	like there it is there
17638	bad	li sòti la wè l tounen l la a bay sa ki jan sòdi l ap fè la	he came out there, he turned back there to give what kind of thing he was doing there
17639	bad	li l ap fè peleinay.	He is complaining.
17640	good	Depi m di yon moun m ap fè pelirinaj	Since I tell someone I’m going on a pilgrimage
17641	good	s ap lè di l ap sòti la l	It will be late when he leaves there.
17642	bad	e viri tounen m bagen dwa di l ap fè priri tou.	and the man turned around, I have no right to say he is praying too.
17643	bad	Si m ba lejere m, m bagen manchen, m bagen anyen, m bagen bèt ki jan m bral la, m pou ane a piye.	If I give my lightness, I have no clothes, I have nothing, I have no animal to go like this, I am going to be robbed for the year.
17644	good	on ban nmi tankou t ap pale la	a bunch of friends like they were talking there
17645	bad	anpil tout moun yo kanpe t wèske sou mwen konsa m ap fè	many all those people are standing almost on me like that so I am doing
17646	medium	m ap di yo konsa pou yo fè konsa ki sa m ap di.	I’m telling them like this so they do like this, what am I saying.
17647	good	ou di yo fè bak!	You told them to back off!
17648	bad	Ak enlòd yon kadyan anpil ap repouche yo, mè kadyo toule do, wi.	And with a lot of encouragement, a guardian will push them back too, yes.
17649	good	tankou machin da sou Jeremi	like a car from Jérémie
17650	bad	yon sòti yo ta	a way out they would
17651	bad	vilè rive lè yo konta a ki jan sa ou di yo fèk an.	It will happen when they count how you just said it.
17652	bad	tankou nou lè machin yo, machin nan Jeremi yo kòta ak ak?	like us when the cars, the cars in Jérémie are where and with what?
17653	bad	tankou lanmoun, gwon lagri pou ou bè nan lèyè tou konn ye, atan anvan tè l bagay, gade, gade byen anvan ki sa?	as a human, being very angry with you can also happen, before the thing lands on the ground, look, look carefully first at what?
17654	bad	Si m bab lè di travè sikis a m kade an kon, ou di jan Bèlari a?	If I bab when I say the work of success, am I looking at a cone, or are you saying the Bèlari way?
17655	bad	Esim ta wè Esim ta wè ou epi m ta prale bon anbi man woup sa m fè la m ap kouri ou	If I saw you, if I saw you and I would go, well, um, what I’m doing here, I’m running from you
